question,state,year,applies to,response,citations,cautions
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CT,1995,Handgun purchase,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CT,1995,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,DE,1995,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,FL,1995,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,GA,1995,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,HI,1995,Possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,HI,1995,Purchase,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,ID,1995,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,IL,1995,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,IN,1995,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,IA,1995,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,KS,1995,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,KY,1995,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,LA,1995,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,ME,1995,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MD,1995,Handgun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MD,1995,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MA,1995,Handgun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MA,1995,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MI,1995,Handgun purchase,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MI,1995,Possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MN,1995,All,Yes,Minn. Stat. § 609.2242(Subd. 3)(d),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MS,1995,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MO,1995,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MT,1995,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NE,1995,Handgun purchase,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NE,1995,Possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NV,1995,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NH,1995,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NJ,1995,Possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NJ,1995,Purchase,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NM,1995,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NY,1995,Handgun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NY,1995,Long gun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NC,1995,Handgun purchase,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NC,1995,Possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,ND,1995,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,OH,1995,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,OK,1995,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,OR,1995,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,PA,1995,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,RI,1995,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,SC,1995,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,SC,1995,initial,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,SD,1995,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,TN,1995,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,TX,1995,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,UT,1995,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,VT,1995,All,No,,
