question,state,year,applies to,response,citations,cautions
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NC,1997,Possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,ND,1997,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,OH,1997,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,OK,1997,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,OR,1997,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,PA,1997,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,RI,1997,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,SC,1997,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,SC,1997,initial,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,SD,1997,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,TN,1997,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,TX,1997,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,UT,1997,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,VT,1997,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,VA,1997,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,WA,1997,All,Yes,Wash. Rev. Code § 9.41.010; Wash. Rev. Code § 9.41.040,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,DC,1997,All,Yes,D.C. Code § 6-2313(a)(4),"A person is ineligible for a firearms registration certificate, which is required to possess a firearm, if the person has been convicted of assault or threatened assault in a menacing manner under D.C. Code § 22-504, or threats to do bodily harm under D.C. Code § 22-507."
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,WV,1997,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,WI,1997,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,WY,1997,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AL,1998,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AL,1998,initial,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AK,1998,Handgun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AK,1998,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AZ,1998,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AR,1998,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CA,1998,All,Yes,Cal. Penal Code § 12021(c),"A person is prohibited from possessing a firearm for a misdemeanor conviction for assault under Cal. Penal Code §§ 240 and 241, battery under Cal. Penal Code §§ 242 and 243, assault with a deadly weapon under Cal. Penal Code § 245, and infliction of corporal injury under Cal. Penal Code § 273.5."
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CO,1998,All,No,,"However, under Colorado law, people convicted of domestic violence misdemeanors may be prohibited from having firearms at the discretion of the judge.  State law applies not only to crimes committed against spouses, but also to crimes against boyfriends and girlfriends.  Colo. Rev. Stat. §§ 18-1-1001(3)(c), 18-6-800.3."
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CT,1998,Handgun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CT,1998,Handgun purchase,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CT,1998,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,DE,1998,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,FL,1998,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,GA,1998,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,HI,1998,Possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,HI,1998,Purchase,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,ID,1998,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,IL,1998,All,Yes,430 Ill Comp Stat 65/4(a)(2)(ix); 430 Ill Comp Stat 65/8(l),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,IN,1998,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,IA,1998,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,KS,1998,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,KY,1998,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,LA,1998,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,ME,1998,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MD,1998,Handgun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MD,1998,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MA,1998,Handgun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MA,1998,Long gun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MI,1998,Handgun purchase,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MI,1998,Possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MN,1998,All,Yes,Minn. Stat. § 609.2242(Subd. 3)(d),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MS,1998,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MO,1998,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MT,1998,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NE,1998,Handgun purchase,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NE,1998,Possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NV,1998,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NH,1998,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NJ,1998,Possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NJ,1998,Purchase,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NM,1998,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NY,1998,Handgun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NY,1998,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NC,1998,Handgun purchase,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NC,1998,Possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,ND,1998,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,OH,1998,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,OK,1998,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,OR,1998,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,PA,1998,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,RI,1998,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,SC,1998,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,SC,1998,initial,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,SD,1998,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,TN,1998,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,TX,1998,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,UT,1998,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,VT,1998,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,VA,1998,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,WA,1998,All,Yes,Wash. Rev. Code § 9.41.010; Wash. Rev. Code § 9.41.040,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,DC,1998,All,Yes,D.C. Code § 6-2313(a)(4),"A person is ineligible for a firearms registration certificate, which is required to possess a firearm, if the person has been convicted of assault or threatened assault in a menacing manner under D.C. Code § 22-504, or threats to do bodily harm under D.C. Code § 22-507."
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,WV,1998,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,WI,1998,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,WY,1998,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AL,1999,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AL,1999,initial,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AK,1999,Handgun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AK,1999,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AZ,1999,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AR,1999,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CA,1999,All,Yes,Cal. Penal Code § 12021(c),"A person is prohibited from possessing a firearm for a misdemeanor conviction for assault under Cal. Penal Code §§ 240 and 241, battery under Cal. Penal Code §§ 242 and 243, assault with a deadly weapon under Cal. Penal Code § 245, and infliction of corporal injury under Cal. Penal Code § 273.5."
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CO,1999,All,No,,"However, under Colorado law, people convicted of domestic violence misdemeanors may be prohibited from having firearms at the discretion of the judge.  State law applies not only to crimes committed against spouses, but also to crimes against boyfriends and girlfriends.  Colo. Rev. Stat. §§ 18-1-1001(3)(c), 18-6-800.3."
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CT,1999,Handgun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CT,1999,Handgun purchase,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CT,1999,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,DE,1999,All,Yes,Del. Code tit. 11 § 1448(a)(7),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,FL,1999,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,GA,1999,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,HI,1999,Possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,HI,1999,Purchase,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,ID,1999,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,IL,1999,All,Yes,430 Ill Comp Stat 65/4(a)(2)(ix); 430 Ill Comp Stat 65/8(l),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,IN,1999,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,IA,1999,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,KS,1999,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,KY,1999,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,LA,1999,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,ME,1999,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MD,1999,Handgun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MD,1999,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MA,1999,Handgun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MA,1999,Long gun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MI,1999,Handgun purchase,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MI,1999,Possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MN,1999,All,Yes,Minn. Stat. § 609.2242(Subd. 3)(d),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MS,1999,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MO,1999,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MT,1999,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NE,1999,Handgun purchase,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NE,1999,Possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NV,1999,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NH,1999,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NJ,1999,Possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NJ,1999,Purchase,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NM,1999,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NY,1999,Handgun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NY,1999,Long gun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NC,1999,Handgun purchase,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NC,1999,Possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,ND,1999,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,OH,1999,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,OK,1999,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,OR,1999,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,PA,1999,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,RI,1999,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,SC,1999,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,SC,1999,initial,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,SD,1999,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,TN,1999,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,TX,1999,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,UT,1999,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,VT,1999,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,VA,1999,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,WA,1999,All,Yes,Wash. Rev. Code § 9.41.010; Wash. Rev. Code § 9.41.040,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,DC,1999,All,Yes,D.C. Code § 6-2313(a)(4),"A person is ineligible for a firearms registration certificate, which is required to possess a firearm, if the person has been convicted of assault or threatened assault in a menacing manner under D.C. Code § 22-504, or threats to do bodily harm under D.C. Code § 22-507."
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,WV,1999,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,WI,1999,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,WY,1999,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AL,2000,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AL,2000,initial,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AK,2000,Handgun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AK,2000,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AZ,2000,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AR,2000,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CA,2000,All,Yes,Cal. Penal Code § 12021(c),"A person is prohibited from possessing a firearm for a misdemeanor conviction for assault under Cal. Penal Code §§ 240 and 241, battery under Cal. Penal Code §§ 242 and 243, assault with a deadly weapon under Cal. Penal Code § 245, and infliction of corporal injury under Cal. Penal Code § 273.5."
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CO,2000,All,No,,"However, under Colorado law, people convicted of domestic violence misdemeanors may be prohibited from having firearms at the discretion of the judge.  State law applies not only to crimes committed against spouses, but also to crimes against boyfriends and girlfriends.  Colo. Rev. Stat. §§ 18-1-1001(3)(c), 18-6-800.3."
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CT,2000,Handgun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CT,2000,Handgun purchase,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CT,2000,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,DE,2000,All,Yes,Del. Code tit. 11 § 1448(a)(7),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,FL,2000,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,GA,2000,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,HI,2000,Possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,HI,2000,Purchase,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,ID,2000,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,IL,2000,All,Yes,430 Ill Comp Stat 65/4(a)(2)(ix); 430 Ill Comp Stat 65/8(l),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,IN,2000,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,IA,2000,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,KS,2000,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,KY,2000,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,LA,2000,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,ME,2000,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MD,2000,Handgun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MD,2000,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MA,2000,Handgun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MA,2000,Long gun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MI,2000,Handgun purchase,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MI,2000,Possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MN,2000,All,Yes,Minn. Stat. § 609.2242(Subd. 3)(d),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MS,2000,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MO,2000,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MT,2000,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NE,2000,Handgun purchase,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NE,2000,Possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NV,2000,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NH,2000,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NJ,2000,Possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NJ,2000,Purchase,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NM,2000,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NY,2000,Handgun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NY,2000,Long gun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NC,2000,Handgun purchase,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NC,2000,Possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,ND,2000,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,OH,2000,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,OK,2000,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,OR,2000,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,PA,2000,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,RI,2000,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,SC,2000,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,SC,2000,initial,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,SD,2000,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,TN,2000,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,TX,2000,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,UT,2000,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,VT,2000,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,VA,2000,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,WA,2000,All,Yes,Wash. Rev. Code § 9.41.010; Wash. Rev. Code § 9.41.040,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,DC,2000,All,Yes,D.C. Code § 6-2313(a)(4),"A person is ineligible for a firearms registration certificate, which is required to possess a firearm, if the person has been convicted of assault or threatened assault in a menacing manner under D.C. Code § 22-504, or threats to do bodily harm under D.C. Code § 22-507."
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,WV,2000,All,Yes,W. Va. Code § 61-7-7(a)(8),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,WI,2000,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,WY,2000,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AL,2001,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AL,2001,initial,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AK,2001,Handgun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AK,2001,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AZ,2001,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,AR,2001,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CA,2001,All,Yes,Cal. Penal Code § 12021(c),"A person is prohibited from possessing a firearm for a misdemeanor conviction for assault under Cal. Penal Code §§ 240 and 241, battery under Cal. Penal Code §§ 242 and 243, assault with a deadly weapon under Cal. Penal Code § 245, and infliction of corporal injury under Cal. Penal Code § 273.5."
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CO,2001,All,No,,"However, under Colorado law, people convicted of domestic violence misdemeanors may be prohibited from having firearms at the discretion of the judge.  State law applies not only to crimes committed against spouses, but also to crimes against boyfriends and girlfriends.  Colo. Rev. Stat. §§ 18-1-1001(3)(c), 18-6-800.3."
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CT,2001,Handgun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CT,2001,Handgun purchase,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,CT,2001,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,DE,2001,All,Yes,Del. Code tit. 11 § 1448(a)(7),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,FL,2001,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,GA,2001,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,HI,2001,Possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,HI,2001,Purchase,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,ID,2001,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,IL,2001,All,Yes,430 Ill Comp Stat 65/4(a)(2)(ix); 430 Ill Comp Stat 65/8(l),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,IN,2001,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,IA,2001,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,KS,2001,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,KY,2001,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,LA,2001,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,ME,2001,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MD,2001,Handgun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MD,2001,Long gun possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MA,2001,Handgun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MA,2001,Long gun possession,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MI,2001,Handgun purchase,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MI,2001,Possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MN,2001,All,Yes,Minn. Stat. § 609.2242(Subd. 3)(d),
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MS,2001,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MO,2001,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,MT,2001,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NE,2001,Handgun purchase,Yes,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NE,2001,Possession,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NV,2001,All,No,,
Does state law prohibit people who have been convicted of domestic violence misdemeanors from having firearms?,NH,2001,All,No,,
