question,state,year,applies to,response,citations,cautions
Does the state require firearm training in order to carry concealed guns in public?,NE,1997,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,NV,1997,All,Yes,Nev. Rev. Stat. § 202.3657,
Does the state require firearm training in order to carry concealed guns in public?,NH,1997,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,NJ,1997,All,Yes,N.J. Stat. § 2C:58-4;<br> N.J. Stat. § 2C:58-4; N.J. Admin. Code § 13:54-2.4,
Does the state require firearm training in order to carry concealed guns in public?,NM,1997,All,N/A,,"The carrying of a concealed loaded firearm was prohibited in public, except by peace officers, until July 1, 2001. Concealed handgun permit holders were allowed to carry concealed handguns in public starting July 1, 2001, but the Department of Public Safety was not authorized to begin issuing permits until January 1, 2004."
Does the state require firearm training in order to carry concealed guns in public?,NY,1997,All,No,,"However, in Westchester County, an applicant for a firearms license must have successfully completed a firearms safety course. NY Penal Law § 400.00(1)."
Does the state require firearm training in order to carry concealed guns in public?,NC,1997,All,Yes,N.C. Gen. Stat. § 14-415.11;<br> N.C. Gen. Stat. § 14-415.12(a)(4); 12 N.C. Admin. Code 9F.0102,
Does the state require firearm training in order to carry concealed guns in public?,ND,1997,All,Yes,N.D. Cent. Code § 62.1-04-02;<br> N.D. Cent. Code § 62.1-04-03,
Does the state require firearm training in order to carry concealed guns in public?,OH,1997,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,OK,1997,All,Yes,Okla. Stat. tit. 21 § 1290.4;<br> Okla. Stat. tit. 21 § 1290.14,
Does the state require firearm training in order to carry concealed guns in public?,OR,1997,All,Yes,Or. Rev. Stat. § 166.291,
Does the state require firearm training in order to carry concealed guns in public?,PA,1997,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,RI,1997,All,Yes,R.I. Gen. Laws § 11-47-8;<br> R.I. Gen. Laws § 11-47-15,
Does the state require firearm training in order to carry concealed guns in public?,SC,1997,All,Yes,S.C. Code § 16-23-20;<br> S.C. Code Ann. § 23-31-215(A)(5),
Does the state require firearm training in order to carry concealed guns in public?,SD,1997,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,TN,1997,All,Yes,Tenn. Code § 39-17-1351;<br> Tenn. Code § 39-17-1351(e); Tenn. Comp. R. § Regs. 1340-02-03-.05,
Does the state require firearm training in order to carry concealed guns in public?,TX,1997,All,Yes,Tex. Penal Code § 46.15;<br> Tex. Gov. Code § 411.188,
Does the state require firearm training in order to carry concealed guns in public?,UT,1997,All,Yes,Utah Code § 76-10-504; Utah Code § 53-5-704;<br> Utah Code § 53-5-704,
Does the state require firearm training in order to carry concealed guns in public?,VT,1997,All,No,,Vermont does not issue a concealed carry permit and does not require a permit for a person to carry a concealed firearm in public.
Does the state require firearm training in order to carry concealed guns in public?,VA,1997,All,No,,"Under Va. Code § 18.2-308, the court may require proof of demonstrated competence with a handgun, but it is not required."
Does the state require firearm training in order to carry concealed guns in public?,WA,1997,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,DC,1997,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,WV,1997,All,Yes,W. Va. Code § 61-7-3;<br> W. Va. Code § 61-7-4,
Does the state require firearm training in order to carry concealed guns in public?,WI,1997,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,WY,1997,All,Yes,Wyo. Stat. § 6-8-104,
Does the state require firearm training in order to carry concealed guns in public?,AL,1998,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,AK,1998,All,Yes,Alaska Stat. § 11.61.220;<br> Alaska Stat. § 18.65.715,
Does the state require firearm training in order to carry concealed guns in public?,AZ,1998,All,Yes,Ariz. Rev. Stat. §§ 13-3102(A); 13-3112;<br> Ariz. Rev. Stat. § 13-3112(E)(6),
Does the state require firearm training in order to carry concealed guns in public?,AR,1998,All,Yes,Ark. Code § 5-73-120; Ark. Code § 5-73-302; Ark. Code § 5-73-309;<br> Ark. Code § 5-73-309,
Does the state require firearm training in order to carry concealed guns in public?,CA,1998,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,CO,1998,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,CT,1998,All,Yes,Conn. Gen. Stat. § 29-35(a);<br> Conn. Gen. Stat. § 29-28(b),
Does the state require firearm training in order to carry concealed guns in public?,DE,1998,All,Yes,"Del. Code tit. 11, § 1441;<br> Del. Code tit. 11, § 1441(a)(3)",
Does the state require firearm training in order to carry concealed guns in public?,FL,1998,All,Yes,Fla. Stat. § 790.06,
Does the state require firearm training in order to carry concealed guns in public?,GA,1998,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,HI,1998,All,Yes,Haw. Rev. Stat. § 134-9(a);<br> Haw. Rev. Stat. § 134-9; Haw. Rev. Stat. § 134-2(g),"An applicant for a license to carry is not directly required to have firearms training. However, an applicant for a permit to purchase a firearm is required to complete an approved firearms training course. Furthermore, the chief of police issuing a license to carry must require an applicant to be qualified to use the firearm in the safe manner."
Does the state require firearm training in order to carry concealed guns in public?,ID,1998,All,No,,"The requirement to have a permit to carry a concealed weapon in public does not apply to any person who is outside the limits of or confines of any city and who is outside any mining, lumbering, logging or railroad camp, located outside any city.;<br> The sheriff may require the applicant to demonstrate familiarity with a firearm by completing a training course according to Idaho Code § 18-3302(13)."
Does the state require firearm training in order to carry concealed guns in public?,IL,1998,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,IN,1998,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,IA,1998,All,Yes,Iowa Code § 724.11;<br> Iowa Code § 724.9,
Does the state require firearm training in order to carry concealed guns in public?,KS,1998,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,KY,1998,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,LA,1998,All,Yes,La. Rev. Stat. § 40:1379.3;<br> La. Rev. Stat. § 40:1379.3(D),
Does the state require firearm training in order to carry concealed guns in public?,ME,1998,All,Yes,Me. Rev. Stat. tit. 25 § 2001. Threatening display of or carrying concealed weapon;<br> Me. Rev. Stat. tit. 25 § 2003(E)(5),Demonstrates to the issuing authority a knowledge of handgun safety.
Does the state require firearm training in order to carry concealed guns in public?,MD,1998,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,MA,1998,All,Yes,"Mass. Gen. Laws ch. 269, § 10(a)(2); Mass. Gen. Laws ch. 140, § 131;<br> Mass. Gen. Laws ch. 140, § 131P",
Does the state require firearm training in order to carry concealed guns in public?,MI,1998,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,MN,1998,All,Yes,Minn. Stat. § 624.714(Subd. 1);<br> Minn. Stat. § 624.714,
Does the state require firearm training in order to carry concealed guns in public?,MS,1998,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,MO,1998,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,MT,1998,All,Yes,Mont. Code § 45-8-316; Mont. Code § 45-8-317;<br> Mont. Code § 45-8-321(3),"The requirement that a person have a permit to carry does not apply to a person who is outside the official boundaries of a city or town or the confines of a logging, lumbering, mining, or railroad camp or who is lawfully engaged in hunting, fishing, trapping, camping, hiking, backpacking, farming, ranching, or other outdoor activity in which weapons are often carried for recreation or protection."
Does the state require firearm training in order to carry concealed guns in public?,NE,1998,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,NV,1998,All,Yes,Nev. Rev. Stat. § 202.3657,
Does the state require firearm training in order to carry concealed guns in public?,NH,1998,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,NJ,1998,All,Yes,N.J. Stat. § 2C:58-4;<br> N.J. Stat. § 2C:58-4; N.J. Admin. Code § 13:54-2.4,
Does the state require firearm training in order to carry concealed guns in public?,NM,1998,All,N/A,,"The carrying of a concealed loaded firearm was prohibited in public, except by peace officers, until July 1, 2001. Concealed handgun permit holders were allowed to carry concealed handguns in public starting July 1, 2001, but the Department of Public Safety was not authorized to begin issuing permits until January 1, 2004."
Does the state require firearm training in order to carry concealed guns in public?,NY,1998,All,No,,"However, in Westchester County, an applicant for a firearms license must have successfully completed a firearms safety course. NY Penal Law § 400.00(1)."
Does the state require firearm training in order to carry concealed guns in public?,NC,1998,All,Yes,N.C. Gen. Stat. § 14-415.11;<br> N.C. Gen. Stat. § 14-415.12(a)(4); 12 N.C. Admin. Code 9F.0102,
Does the state require firearm training in order to carry concealed guns in public?,ND,1998,All,Yes,N.D. Cent. Code § 62.1-04-02;<br> N.D. Cent. Code § 62.1-04-03,
Does the state require firearm training in order to carry concealed guns in public?,OH,1998,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,OK,1998,All,Yes,Okla. Stat. tit. 21 § 1290.4;<br> Okla. Stat. tit. 21 § 1290.14,
Does the state require firearm training in order to carry concealed guns in public?,OR,1998,All,Yes,Or. Rev. Stat. § 166.291,
Does the state require firearm training in order to carry concealed guns in public?,PA,1998,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,RI,1998,All,Yes,R.I. Gen. Laws § 11-47-8;<br> R.I. Gen. Laws § 11-47-15,
Does the state require firearm training in order to carry concealed guns in public?,SC,1998,All,Yes,S.C. Code § 16-23-20;<br> S.C. Code Ann. § 23-31-215(A)(5),
Does the state require firearm training in order to carry concealed guns in public?,SD,1998,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,TN,1998,All,Yes,Tenn. Code § 39-17-1351;<br> Tenn. Code § 39-17-1351(e); Tenn. Comp. R. § Regs. 1340-02-03-.05,
Does the state require firearm training in order to carry concealed guns in public?,TX,1998,All,Yes,Tex. Penal Code § 46.15;<br> Tex. Gov. Code § 411.188,
Does the state require firearm training in order to carry concealed guns in public?,UT,1998,All,Yes,Utah Code § 76-10-504; Utah Code § 53-5-704;<br> Utah Code § 53-5-704,
Does the state require firearm training in order to carry concealed guns in public?,VT,1998,All,No,,Vermont does not issue a concealed carry permit and does not require a permit for a person to carry a concealed firearm in public.
Does the state require firearm training in order to carry concealed guns in public?,VA,1998,All,No,,"Under Va. Code § 18.2-308, the court may require proof of demonstrated competence with a handgun, but it is not required."
Does the state require firearm training in order to carry concealed guns in public?,WA,1998,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,DC,1998,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,WV,1998,All,Yes,W. Va. Code § 61-7-3;<br> W. Va. Code § 61-7-4,
Does the state require firearm training in order to carry concealed guns in public?,WI,1998,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,WY,1998,All,Yes,Wyo. Stat. § 6-8-104,
Does the state require firearm training in order to carry concealed guns in public?,AL,1999,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,AK,1999,All,Yes,Alaska Stat. § 11.61.220;<br> Alaska Stat. § 18.65.715,
Does the state require firearm training in order to carry concealed guns in public?,AZ,1999,All,Yes,Ariz. Rev. Stat. §§ 13-3102(A); 13-3112;<br> Ariz. Rev. Stat. § 13-3112(E)(6),
Does the state require firearm training in order to carry concealed guns in public?,AR,1999,All,Yes,Ark. Code § 5-73-120; Ark. Code § 5-73-302; Ark. Code § 5-73-309;<br> Ark. Code § 5-73-309,
Does the state require firearm training in order to carry concealed guns in public?,CA,1999,All,Yes,Cal. Penal Code § 12025;<br> Cal. Penal Code § 12050(a)(1)(E),
Does the state require firearm training in order to carry concealed guns in public?,CO,1999,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,CT,1999,All,Yes,Conn. Gen. Stat. § 29-35(a);<br> Conn. Gen. Stat. § 29-28(b),
Does the state require firearm training in order to carry concealed guns in public?,DE,1999,All,Yes,"Del. Code tit. 11, § 1441;<br> Del. Code tit. 11, § 1441(a)(3)",
Does the state require firearm training in order to carry concealed guns in public?,FL,1999,All,Yes,Fla. Stat. § 790.06,
Does the state require firearm training in order to carry concealed guns in public?,GA,1999,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,HI,1999,All,Yes,Haw. Rev. Stat. § 134-9(a);<br> Haw. Rev. Stat. § 134-9; Haw. Rev. Stat. § 134-2(g),"An applicant for a license to carry is not directly required to have firearms training. However, an applicant for a permit to purchase a firearm is required to complete an approved firearms training course. Furthermore, the chief of police issuing a license to carry must require an applicant to be qualified to use the firearm in the safe manner."
Does the state require firearm training in order to carry concealed guns in public?,ID,1999,All,No,,"The requirement to have a permit to carry a concealed weapon in public does not apply to any person who is outside the limits of or confines of any city and who is outside any mining, lumbering, logging or railroad camp, located outside any city.;<br> The sheriff may require the applicant to demonstrate familiarity with a firearm by completing a training course according to Idaho Code § 18-3302(13)."
Does the state require firearm training in order to carry concealed guns in public?,IL,1999,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,IN,1999,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,IA,1999,All,Yes,Iowa Code § 724.11;<br> Iowa Code § 724.9,
Does the state require firearm training in order to carry concealed guns in public?,KS,1999,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,KY,1999,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,LA,1999,All,Yes,La. Rev. Stat. § 40:1379.3;<br> La. Rev. Stat. § 40:1379.3(D),
Does the state require firearm training in order to carry concealed guns in public?,ME,1999,All,Yes,Me. Rev. Stat. tit. 25 § 2001. Threatening display of or carrying concealed weapon;<br> Me. Rev. Stat. tit. 25 § 2003(E)(5),Demonstrates to the issuing authority a knowledge of handgun safety.
Does the state require firearm training in order to carry concealed guns in public?,MD,1999,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,MA,1999,All,Yes,"Mass. Gen. Laws ch. 269, § 10(a)(2); Mass. Gen. Laws ch. 140, § 131;<br> Mass. Gen. Laws ch. 140, § 131P",
Does the state require firearm training in order to carry concealed guns in public?,MI,1999,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,MN,1999,All,Yes,Minn. Stat. § 624.714(Subd. 1);<br> Minn. Stat. § 624.714,
Does the state require firearm training in order to carry concealed guns in public?,MS,1999,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,MO,1999,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,MT,1999,All,Yes,Mont. Code § 45-8-316; Mont. Code § 45-8-317;<br> Mont. Code § 45-8-321(3),"The requirement that a person have a permit to carry does not apply to a person who is outside the official boundaries of a city or town or the confines of a logging, lumbering, mining, or railroad camp or who is lawfully engaged in hunting, fishing, trapping, camping, hiking, backpacking, farming, ranching, or other outdoor activity in which weapons are often carried for recreation or protection."
Does the state require firearm training in order to carry concealed guns in public?,NE,1999,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,NV,1999,All,Yes,Nev. Rev. Stat. § 202.3657,
Does the state require firearm training in order to carry concealed guns in public?,NH,1999,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,NJ,1999,All,Yes,N.J. Stat. § 2C:58-4;<br> N.J. Stat. § 2C:58-4; N.J. Admin. Code § 13:54-2.4,
Does the state require firearm training in order to carry concealed guns in public?,NM,1999,All,N/A,,"The carrying of a concealed loaded firearm was prohibited in public, except by peace officers, until July 1, 2001. Concealed handgun permit holders were allowed to carry concealed handguns in public starting July 1, 2001, but the Department of Public Safety was not authorized to begin issuing permits until January 1, 2004."
Does the state require firearm training in order to carry concealed guns in public?,NY,1999,All,No,,"However, in Westchester County, an applicant for a firearms license must have successfully completed a firearms safety course. NY Penal Law § 400.00(1)."
Does the state require firearm training in order to carry concealed guns in public?,NC,1999,All,Yes,N.C. Gen. Stat. § 14-415.11;<br> N.C. Gen. Stat. § 14-415.12(a)(4); 12 N.C. Admin. Code 9F.0102,
Does the state require firearm training in order to carry concealed guns in public?,ND,1999,All,Yes,N.D. Cent. Code § 62.1-04-02;<br> N.D. Cent. Code § 62.1-04-03,
Does the state require firearm training in order to carry concealed guns in public?,OH,1999,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,OK,1999,All,Yes,Okla. Stat. tit. 21 § 1290.4;<br> Okla. Stat. tit. 21 § 1290.14,
Does the state require firearm training in order to carry concealed guns in public?,OR,1999,All,Yes,Or. Rev. Stat. § 166.291,
Does the state require firearm training in order to carry concealed guns in public?,PA,1999,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,RI,1999,All,Yes,R.I. Gen. Laws § 11-47-8;<br> R.I. Gen. Laws § 11-47-15,
Does the state require firearm training in order to carry concealed guns in public?,SC,1999,All,Yes,S.C. Code § 16-23-20;<br> S.C. Code Ann. § 23-31-215(A)(5),
Does the state require firearm training in order to carry concealed guns in public?,SD,1999,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,TN,1999,All,Yes,Tenn. Code § 39-17-1351;<br> Tenn. Code § 39-17-1351(e); Tenn. Comp. R. § Regs. 1340-02-03-.05,
Does the state require firearm training in order to carry concealed guns in public?,TX,1999,All,Yes,Tex. Penal Code § 46.15;<br> Tex. Gov. Code § 411.188,
Does the state require firearm training in order to carry concealed guns in public?,UT,1999,All,Yes,Utah Code § 76-10-504; Utah Code § 53-5-704;<br> Utah Code § 53-5-704,
Does the state require firearm training in order to carry concealed guns in public?,VT,1999,All,No,,Vermont does not issue a concealed carry permit and does not require a permit for a person to carry a concealed firearm in public.
Does the state require firearm training in order to carry concealed guns in public?,VA,1999,All,No,,"Under Va. Code § 18.2-308, the court may require proof of demonstrated competence with a handgun, but it is not required."
Does the state require firearm training in order to carry concealed guns in public?,WA,1999,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,DC,1999,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,WV,1999,All,Yes,W. Va. Code § 61-7-3;<br> W. Va. Code § 61-7-4,
Does the state require firearm training in order to carry concealed guns in public?,WI,1999,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,WY,1999,All,Yes,Wyo. Stat. § 6-8-104,
Does the state require firearm training in order to carry concealed guns in public?,AL,2000,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,AK,2000,All,Yes,Alaska Stat. § 11.61.220;<br> Alaska Stat. § 18.65.715,
Does the state require firearm training in order to carry concealed guns in public?,AZ,2000,All,Yes,Ariz. Rev. Stat. §§ 13-3102(A); 13-3112;<br> Ariz. Rev. Stat. § 13-3112(E)(6),
Does the state require firearm training in order to carry concealed guns in public?,AR,2000,All,Yes,Ark. Code § 5-73-120; Ark. Code § 5-73-302; Ark. Code § 5-73-309;<br> Ark. Code § 5-73-309,
Does the state require firearm training in order to carry concealed guns in public?,CA,2000,All,Yes,Cal. Penal Code § 12025;<br> Cal. Penal Code § 12050(a)(1)(E),
Does the state require firearm training in order to carry concealed guns in public?,CO,2000,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,CT,2000,All,Yes,Conn. Gen. Stat. § 29-35(a);<br> Conn. Gen. Stat. § 29-28(b),
Does the state require firearm training in order to carry concealed guns in public?,DE,2000,All,Yes,"Del. Code tit. 11, § 1441;<br> Del. Code tit. 11, § 1441(a)(3)",
Does the state require firearm training in order to carry concealed guns in public?,FL,2000,All,Yes,Fla. Stat. § 790.06,
Does the state require firearm training in order to carry concealed guns in public?,GA,2000,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,HI,2000,All,Yes,Haw. Rev. Stat. § 134-9(a);<br> Haw. Rev. Stat. § 134-9; Haw. Rev. Stat. § 134-2(g),"An applicant for a license to carry is not directly required to have firearms training. However, an applicant for a permit to purchase a firearm is required to complete an approved firearms training course. Furthermore, the chief of police issuing a license to carry must require an applicant to be qualified to use the firearm in the safe manner."
Does the state require firearm training in order to carry concealed guns in public?,ID,2000,All,No,,"The requirement to have a permit to carry a concealed weapon in public does not apply to any person who is outside the limits of or confines of any city and who is outside any mining, lumbering, logging or railroad camp, located outside any city.;<br> The sheriff may require the applicant to demonstrate familiarity with a firearm by completing a training course according to Idaho Code § 18-3302(13)."
Does the state require firearm training in order to carry concealed guns in public?,IL,2000,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,IN,2000,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,IA,2000,All,Yes,Iowa Code § 724.11;<br> Iowa Code § 724.9,
Does the state require firearm training in order to carry concealed guns in public?,KS,2000,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,KY,2000,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,LA,2000,All,Yes,La. Rev. Stat. § 40:1379.3;<br> La. Rev. Stat. § 40:1379.3(D),
Does the state require firearm training in order to carry concealed guns in public?,ME,2000,All,Yes,Me. Rev. Stat. tit. 25 § 2001. Threatening display of or carrying concealed weapon;<br> Me. Rev. Stat. tit. 25 § 2003(E)(5),Demonstrates to the issuing authority a knowledge of handgun safety.
Does the state require firearm training in order to carry concealed guns in public?,MD,2000,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,MA,2000,All,Yes,"Mass. Gen. Laws ch. 269, § 10(a)(2); Mass. Gen. Laws ch. 140, § 131;<br> Mass. Gen. Laws ch. 140, § 131P",
Does the state require firearm training in order to carry concealed guns in public?,MI,2000,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,MN,2000,All,Yes,Minn. Stat. § 624.714(Subd. 1);<br> Minn. Stat. § 624.714,
Does the state require firearm training in order to carry concealed guns in public?,MS,2000,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,MO,2000,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,MT,2000,All,Yes,Mont. Code § 45-8-316; Mont. Code § 45-8-317;<br> Mont. Code § 45-8-321(3),"The requirement that a person have a permit to carry does not apply to a person who is outside the official boundaries of a city or town or the confines of a logging, lumbering, mining, or railroad camp or who is lawfully engaged in hunting, fishing, trapping, camping, hiking, backpacking, farming, ranching, or other outdoor activity in which weapons are often carried for recreation or protection."
Does the state require firearm training in order to carry concealed guns in public?,NE,2000,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,NV,2000,All,Yes,Nev. Rev. Stat. § 202.3657,
Does the state require firearm training in order to carry concealed guns in public?,NH,2000,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,NJ,2000,All,Yes,N.J. Stat. § 2C:58-4;<br> N.J. Stat. § 2C:58-4; N.J. Admin. Code § 13:54-2.4,
Does the state require firearm training in order to carry concealed guns in public?,NM,2000,All,N/A,,"The carrying of a concealed loaded firearm was prohibited in public, except by peace officers, until July 1, 2001. Concealed handgun permit holders were allowed to carry concealed handguns in public starting July 1, 2001, but the Department of Public Safety was not authorized to begin issuing permits until January 1, 2004."
Does the state require firearm training in order to carry concealed guns in public?,NY,2000,All,No,,"However, in Westchester County, an applicant for a firearms license must have successfully completed a firearms safety course. NY Penal Law § 400.00(1)."
Does the state require firearm training in order to carry concealed guns in public?,NC,2000,All,Yes,N.C. Gen. Stat. § 14-415.11;<br> N.C. Gen. Stat. § 14-415.12(a)(4); 12 N.C. Admin. Code 9F.0102,
Does the state require firearm training in order to carry concealed guns in public?,ND,2000,All,Yes,N.D. Cent. Code § 62.1-04-02;<br> N.D. Cent. Code § 62.1-04-03,
Does the state require firearm training in order to carry concealed guns in public?,OH,2000,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,OK,2000,All,Yes,Okla. Stat. tit. 21 § 1290.4;<br> Okla. Stat. tit. 21 § 1290.14,
Does the state require firearm training in order to carry concealed guns in public?,OR,2000,All,Yes,Or. Rev. Stat. § 166.291,
Does the state require firearm training in order to carry concealed guns in public?,PA,2000,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,RI,2000,All,Yes,R.I. Gen. Laws § 11-47-8;<br> R.I. Gen. Laws § 11-47-15,
Does the state require firearm training in order to carry concealed guns in public?,SC,2000,All,Yes,S.C. Code § 16-23-20;<br> S.C. Code Ann. § 23-31-215(A)(5),
Does the state require firearm training in order to carry concealed guns in public?,SD,2000,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,TN,2000,All,Yes,Tenn. Code § 39-17-1351;<br> Tenn. Code § 39-17-1351(e); Tenn. Comp. R. § Regs. 1340-02-03-.05,
Does the state require firearm training in order to carry concealed guns in public?,TX,2000,All,Yes,Tex. Penal Code § 46.15;<br> Tex. Gov. Code § 411.188,
Does the state require firearm training in order to carry concealed guns in public?,UT,2000,All,Yes,Utah Code § 76-10-504; Utah Code § 53-5-704;<br> Utah Code § 53-5-704,
Does the state require firearm training in order to carry concealed guns in public?,VT,2000,All,No,,Vermont does not issue a concealed carry permit and does not require a permit for a person to carry a concealed firearm in public.
Does the state require firearm training in order to carry concealed guns in public?,VA,2000,All,No,,"Under Va. Code § 18.2-308, the court may require proof of demonstrated competence with a handgun, but it is not required."
Does the state require firearm training in order to carry concealed guns in public?,WA,2000,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,DC,2000,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,WV,2000,All,Yes,W. Va. Code § 61-7-3;<br> W. Va. Code § 61-7-4,
Does the state require firearm training in order to carry concealed guns in public?,WI,2000,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,WY,2000,All,Yes,Wyo. Stat. § 6-8-104,
Does the state require firearm training in order to carry concealed guns in public?,AL,2001,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,AK,2001,All,Yes,Alaska Stat. § 11.61.220;<br> Alaska Stat. § 18.65.715,
Does the state require firearm training in order to carry concealed guns in public?,AZ,2001,All,Yes,Ariz. Rev. Stat. §§ 13-3102(A); 13-3112;<br> Ariz. Rev. Stat. § 13-3112(E)(6),
Does the state require firearm training in order to carry concealed guns in public?,AR,2001,All,Yes,Ark. Code § 5-73-120; Ark. Code § 5-73-302; Ark. Code § 5-73-309;<br> Ark. Code § 5-73-309,
Does the state require firearm training in order to carry concealed guns in public?,CA,2001,All,Yes,Cal. Penal Code § 12025;<br> Cal. Penal Code § 12050(a)(1)(E),
Does the state require firearm training in order to carry concealed guns in public?,CO,2001,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,CT,2001,All,Yes,Conn. Gen. Stat. § 29-35(a);<br> Conn. Gen. Stat. § 29-28(b),
Does the state require firearm training in order to carry concealed guns in public?,DE,2001,All,Yes,"Del. Code tit. 11, § 1441;<br> Del. Code tit. 11, § 1441(a)(3)",
Does the state require firearm training in order to carry concealed guns in public?,FL,2001,All,Yes,Fla. Stat. § 790.06,
Does the state require firearm training in order to carry concealed guns in public?,GA,2001,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,HI,2001,All,Yes,Haw. Rev. Stat. § 134-9(a);<br> Haw. Rev. Stat. § 134-9; Haw. Rev. Stat. § 134-2(g),"An applicant for a license to carry is not directly required to have firearms training. However, an applicant for a permit to purchase a firearm is required to complete an approved firearms training course. Furthermore, the chief of police issuing a license to carry must require an applicant to be qualified to use the firearm in the safe manner."
Does the state require firearm training in order to carry concealed guns in public?,ID,2001,All,No,,"The requirement to have a permit to carry a concealed weapon in public does not apply to any person who is outside the limits of or confines of any city and who is outside any mining, lumbering, logging or railroad camp, located outside any city.;<br> The sheriff may require the applicant to demonstrate familiarity with a firearm by completing a training course according to Idaho Code § 18-3302(13)."
Does the state require firearm training in order to carry concealed guns in public?,IL,2001,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,IN,2001,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,IA,2001,All,Yes,Iowa Code § 724.11;<br> Iowa Code § 724.9,
Does the state require firearm training in order to carry concealed guns in public?,KS,2001,All,N/A,,
Does the state require firearm training in order to carry concealed guns in public?,KY,2001,All,No,,
Does the state require firearm training in order to carry concealed guns in public?,LA,2001,All,Yes,La. Rev. Stat. § 40:1379.3;<br> La. Rev. Stat. § 40:1379.3(D),
Does the state require firearm training in order to carry concealed guns in public?,ME,2001,All,Yes,Me. Rev. Stat. tit. 25 § 2001. Threatening display of or carrying concealed weapon;<br> Me. Rev. Stat. tit. 25 § 2003(E)(5),Demonstrates to the issuing authority a knowledge of handgun safety.
Does the state require firearm training in order to carry concealed guns in public?,MD,2001,All,No,,
